date,temperature,humidity,rainfall,wind_speed,pressure,label,event_source
2023-10-28,31.2,37.0,0.0,10.5,951.9,Low Risk,Indore (MP)
2023-10-29,31.8,39.0,0.0,14.0,951.8,Low Risk,Indore (MP)
2023-10-30,31.3,43.0,0.0,14.6,951.9,Low Risk,Indore (MP)
2023-10-31,31.3,47.0,0.0,15.1,952.6,Low Risk,Indore (MP)
2023-11-01,31.3,47.0,0.0,15.3,953.0,Low Risk,Indore (MP)
2023-11-02,31.0,42.0,0.0,11.9,952.2,Low Risk,Indore (MP)
2023-11-03,31.3,41.0,0.0,13.0,950.6,Low Risk,Indore (MP)
2023-11-04,31.8,37.0,0.0,12.0,950.6,Low Risk,Indore (MP)
2023-11-05,31.5,39.0,0.0,12.2,952.1,Low Risk,Indore (MP)
2023-11-06,31.3,37.0,0.0,19.0,953.1,Low Risk,Indore (MP)
2023-11-07,31.1,38.0,0.0,12.2,953.0,Low Risk,Indore (MP)
2023-11-08,31.1,38.0,0.0,11.3,952.3,Low Risk,Indore (MP)
2023-11-09,31.3,41.0,0.0,12.1,952.3,Low Risk,Indore (MP)
2023-11-10,32.1,41.0,0.0,11.2,953.4,Low Risk,Indore (MP)
2023-11-11,31.2,41.0,0.0,12.9,954.7,Low Risk,Indore (MP)
2023-11-12,30.3,40.0,0.0,11.2,955.0,Low Risk,Indore (MP)
2023-11-13,28.5,50.0,0.0,10.4,954.0,Low Risk,Indore (MP)
2023-11-14,28.9,48.0,0.0,9.7,953.3,Low Risk,Indore (MP)
2023-11-15,28.5,50.0,0.0,11.3,953.2,Low Risk,Indore (MP)
2023-11-16,28.6,53.0,0.0,12.4,953.5,Low Risk,Indore (MP)
2023-11-17,28.3,56.0,0.0,11.9,953.5,Low Risk,Indore (MP)
2023-11-18,28.9,58.0,0.0,13.2,952.4,Low Risk,Indore (MP)
2023-11-19,30.0,57.0,0.0,11.5,952.7,Low Risk,Indore (MP)
2023-11-20,30.4,51.0,0.0,10.1,953.2,Low Risk,Indore (MP)
2023-11-21,29.1,53.0,0.0,12.1,953.1,Low Risk,Indore (MP)
2023-11-22,28.3,53.0,0.0,9.4,952.0,Low Risk,Indore (MP)
2023-11-23,28.8,51.0,0.0,10.0,950.5,Low Risk,Indore (MP)
2023-11-24,29.1,49.0,0.0,15.5,951.5,Low Risk,Indore (MP)
2023-11-25,28.9,50.0,0.0,16.1,952.9,Low Risk,Indore (MP)
2023-11-26,27.8,54.0,5.4,17.8,952.6,Low Risk,Indore (MP)
2023-11-27,22.4,85.0,27.6,25.6,951.0,Low Risk,Indore (MP)
2023-11-28,23.8,85.0,0.5,12.5,950.1,Low Risk,Indore (MP)
2023-11-29,24.7,85.0,0.7,11.8,950.8,Low Risk,Indore (MP)
2023-11-30,25.4,86.0,4.9,12.9,951.4,Low Risk,Indore (MP)
2023-12-01,24.8,88.0,0.3,12.6,951.6,Low Risk,Indore (MP)
2023-12-02,26.0,84.0,1.8,13.9,951.9,Low Risk,Indore (MP)
2023-12-03,27.5,80.0,0.0,18.4,951.9,Low Risk,Indore (MP)
2023-12-04,26.3,85.0,5.3,16.0,951.1,Low Risk,Indore (MP)
2023-12-05,24.6,83.0,0.2,16.9,950.6,Low Risk,Indore (MP)
2023-12-06,23.1,81.0,0.0,19.7,951.1,Low Risk,Indore (MP)
2023-12-07,24.4,77.0,0.3,14.8,951.1,Low Risk,Indore (MP)
2023-12-08,24.7,79.0,0.0,10.1,951.7,Low Risk,Indore (MP)
2023-12-09,24.9,73.0,0.0,10.2,952.8,Low Risk,Indore (MP)
2023-12-10,24.8,72.0,0.0,8.7,951.6,Low Risk,Indore (MP)
2023-12-11,25.2,71.0,0.0,9.0,951.4,Low Risk,Indore (MP)
2023-12-12,25.5,70.0,0.0,11.7,950.4,Low Risk,Indore (MP)
2023-12-13,25.1,59.0,0.0,11.1,952.1,Low Risk,Indore (MP)
2023-12-14,25.2,66.0,0.0,9.0,953.1,Low Risk,Indore (MP)
2023-12-15,25.3,63.0,0.0,12.3,953.9,Low Risk,Indore (MP)
2023-12-16,25.1,63.0,0.0,11.1,953.2,Low Risk,Indore (MP)
2023-12-17,24.3,64.0,0.0,10.2,953.4,Low Risk,Indore (MP)
2023-12-18,22.8,54.0,0.0,15.5,955.1,Low Risk,Indore (MP)
2023-12-19,22.0,60.0,0.0,15.9,955.7,Low Risk,Indore (MP)
2023-12-20,23.4,56.0,0.0,15.1,955.0,Low Risk,Indore (MP)
2023-12-21,24.9,51.0,0.0,11.7,953.7,Low Risk,Indore (MP)
2023-12-22,22.6,57.0,0.0,12.4,953.2,Low Risk,Indore (MP)
2023-12-23,27.3,56.0,0.0,10.4,953.7,Low Risk,Indore (MP)
2023-12-24,27.5,64.0,0.0,9.7,955.3,Low Risk,Indore (MP)
2023-12-25,27.5,68.0,0.0,9.0,954.8,Low Risk,Indore (MP)
2023-12-26,27.9,62.0,0.0,10.4,954.3,Low Risk,Indore (MP)
2023-12-27,27.6,59.0,0.0,10.8,954.9,Low Risk,Indore (MP)
2023-12-28,26.9,64.0,0.0,9.6,953.6,Low Risk,Indore (MP)
2023-12-29,27.0,65.0,0.0,11.0,953.3,Low Risk,Indore (MP)
2023-12-30,28.3,68.0,0.0,11.8,952.6,Low Risk,Indore (MP)
2023-12-31,27.5,69.0,0.0,13.2,952.1,Low Risk,Indore (MP)
2024-01-01,27.9,67.0,0.0,13.9,952.0,Low Risk,Indore (MP)
2024-01-02,26.8,76.0,0.0,15.0,951.3,Low Risk,Indore (MP)
2024-01-03,25.1,78.0,1.6,13.8,951.0,Low Risk,Indore (MP)
2024-01-04,23.4,85.0,0.8,11.7,951.6,Low Risk,Indore (MP)
2024-01-05,22.3,86.0,0.7,11.6,951.6,Low Risk,Indore (MP)
2024-01-06,23.7,80.0,0.2,13.5,952.9,Low Risk,Indore (MP)
2024-01-07,22.7,86.0,3.9,12.7,953.5,Low Risk,Indore (MP)
2024-01-08,24.0,87.0,27.9,14.8,953.4,Low Risk,Indore (MP)
2024-01-09,26.2,79.0,0.0,11.8,953.1,Low Risk,Indore (MP)
2024-01-10,23.9,86.0,0.3,11.2,953.5,Low Risk,Indore (MP)
2024-01-11,25.0,83.0,0.3,9.3,953.9,Low Risk,Indore (MP)
2024-01-12,26.2,81.0,0.0,11.5,953.3,Low Risk,Indore (MP)
2024-01-13,27.6,73.0,0.0,15.5,952.8,Low Risk,Indore (MP)
2024-01-14,25.8,68.0,0.0,12.7,952.2,Low Risk,Indore (MP)
2024-01-15,24.1,72.0,0.0,9.5,951.8,Low Risk,Indore (MP)
2024-01-16,24.1,74.0,0.0,8.0,949.7,Low Risk,Indore (MP)
2024-01-17,24.8,70.0,0.0,10.8,948.8,Low Risk,Indore (MP)
2024-01-18,24.6,64.0,0.0,11.3,950.6,Low Risk,Indore (MP)
2024-01-19,23.7,60.0,0.0,13.3,951.8,Low Risk,Indore (MP)
2024-01-20,24.0,59.0,0.0,11.8,952.3,Low Risk,Indore (MP)
2024-01-21,22.3,58.0,0.0,10.5,953.0,Low Risk,Indore (MP)
2024-01-22,23.6,54.0,0.0,9.3,953.0,Low Risk,Indore (MP)
2024-01-23,22.8,51.0,0.0,16.6,952.9,Low Risk,Indore (MP)
2024-01-24,22.9,46.0,0.0,9.4,953.2,Low Risk,Indore (MP)
2024-01-25,23.5,52.0,0.0,10.6,954.6,Low Risk,Indore (MP)
2024-01-26,24.7,51.0,0.0,10.5,955.3,Low Risk,Indore (MP)
2024-01-27,25.5,52.0,0.0,10.8,955.3,Low Risk,Indore (MP)
2024-01-28,26.9,56.0,0.0,12.3,953.8,Low Risk,Indore (MP)
2024-01-29,26.4,59.0,0.0,12.7,953.5,Low Risk,Indore (MP)
2024-01-30,25.6,59.0,0.0,9.2,952.8,Low Risk,Indore (MP)
2024-01-31,25.7,59.0,0.0,10.1,951.7,Low Risk,Indore (MP)
2024-02-01,26.4,63.0,0.0,11.9,952.2,Low Risk,Indore (MP)
2024-02-02,26.5,61.0,0.0,10.7,953.7,Low Risk,Indore (MP)
2024-02-03,26.8,59.0,0.0,13.6,954.3,Low Risk,Indore (MP)
2024-02-04,29.2,58.0,0.0,13.5,954.1,Low Risk,Indore (MP)
2024-02-05,29.2,61.0,0.0,19.8,953.6,Low Risk,Indore (MP)
2024-02-06,28.4,66.0,0.0,16.2,954.2,Low Risk,Indore (MP)
2024-02-07,27.2,67.0,0.0,14.3,955.0,Low Risk,Indore (MP)
2024-02-08,23.7,55.0,0.0,15.0,955.4,Low Risk,Indore (MP)
2024-02-09,25.2,44.0,0.0,11.8,954.1,Low Risk,Indore (MP)
2024-02-10,27.0,49.0,0.0,14.1,954.6,Low Risk,Indore (MP)
2024-02-11,26.0,54.0,0.0,13.0,954.8,Low Risk,Indore (MP)
2024-02-12,27.9,58.0,0.0,13.0,953.6,Low Risk,Indore (MP)
2024-02-13,27.7,58.0,0.0,12.6,953.1,Low Risk,Indore (MP)
2024-02-14,27.4,62.0,0.1,15.1,953.7,Low Risk,Indore (MP)
2024-02-15,27.6,54.0,0.0,14.6,954.6,Low Risk,Indore (MP)
2024-02-16,28.9,53.0,0.0,14.0,954.9,Low Risk,Indore (MP)
2024-02-17,30.6,50.0,0.0,12.4,952.2,Low Risk,Indore (MP)
2024-02-18,31.7,43.0,0.0,21.3,950.3,Low Risk,Indore (MP)
2024-02-19,31.0,35.0,0.0,19.9,950.4,Low Risk,Indore (MP)
2024-02-20,30.7,39.0,0.0,16.6,950.4,Low Risk,Indore (MP)
2024-02-21,28.3,49.0,0.0,26.6,949.2,Low Risk,Indore (MP)
2024-02-22,27.1,53.0,0.1,20.3,950.2,Low Risk,Indore (MP)
2024-02-23,26.3,47.0,0.0,12.4,951.0,Low Risk,Indore (MP)
2024-02-24,27.3,39.0,0.0,12.3,950.7,Low Risk,Indore (MP)
2024-02-25,27.2,38.0,0.0,13.2,951.2,Low Risk,Indore (MP)
2024-02-26,29.2,51.0,0.0,16.2,951.3,Low Risk,Indore (MP)
2024-02-27,31.8,64.0,0.2,23.0,951.8,Low Risk,Indore (MP)
2024-02-28,30.1,62.0,0.0,10.8,951.9,Low Risk,Indore (MP)
2024-02-29,32.0,42.0,0.0,12.2,951.5,Low Risk,Indore (MP)
2024-03-01,33.9,35.0,0.0,18.5,951.0,Low Risk,Indore (MP)
2024-03-02,31.3,45.0,0.1,24.9,949.8,Low Risk,Indore (MP)
2024-03-03,27.3,52.0,0.0,23.3,949.9,Low Risk,Indore (MP)
2024-03-04,25.9,32.0,0.0,11.2,951.7,Low Risk,Indore (MP)
2024-03-05,28.7,40.0,0.0,13.1,951.9,Low Risk,Indore (MP)
2024-03-06,30.1,37.0,0.0,15.8,950.9,Low Risk,Indore (MP)
2024-03-07,30.5,36.0,0.0,15.6,951.0,Low Risk,Indore (MP)
2024-03-08,30.0,33.0,0.0,13.0,951.7,Low Risk,Indore (MP)
2024-03-09,31.3,32.0,0.0,15.8,951.4,Low Risk,Indore (MP)
2024-03-10,31.9,35.0,0.0,18.6,951.8,Low Risk,Indore (MP)
2024-03-11,33.0,35.0,0.0,14.7,953.1,Low Risk,Indore (MP)
2024-03-12,33.0,34.0,0.0,15.8,952.1,Low Risk,Indore (MP)
2024-03-13,33.0,31.0,0.0,19.1,951.0,Low Risk,Indore (MP)
2024-03-14,31.3,32.0,0.0,13.1,951.5,Low Risk,Indore (MP)
2024-03-15,32.0,31.0,0.0,11.8,950.4,Low Risk,Indore (MP)
2024-03-16,33.2,30.0,0.0,14.1,951.1,Low Risk,Indore (MP)
2024-03-17,34.0,31.0,0.0,16.5,950.9,Low Risk,Indore (MP)
2024-03-18,32.8,32.0,0.0,15.1,950.2,Low Risk,Indore (MP)
2024-03-19,32.4,23.0,0.0,16.6,951.0,Low Risk,Indore (MP)
2024-03-20,35.1,20.0,0.0,19.4,950.8,Low Risk,Indore (MP)
2024-03-21,34.0,21.0,0.0,11.6,949.7,Low Risk,Indore (MP)
2024-03-22,35.8,21.0,0.0,13.9,948.0,Low Risk,Indore (MP)
2024-03-23,36.1,20.0,0.0,16.3,948.2,Low Risk,Indore (MP)
2024-03-24,35.8,26.0,0.0,17.2,949.6,Low Risk,Indore (MP)
2024-03-25,36.6,28.0,0.0,13.1,950.5,Low Risk,Indore (MP)
2024-03-26,36.9,26.0,0.0,10.9,950.4,Low Risk,Indore (MP)
2024-03-27,37.9,24.0,0.0,17.1,951.8,Low Risk,Indore (MP)
2024-03-28,39.3,27.0,0.0,16.9,950.1,Low Risk,Indore (MP)
2024-03-29,37.5,31.0,0.0,14.8,949.6,Low Risk,Indore (MP)
2024-03-30,37.4,31.0,0.0,19.1,950.8,Low Risk,Indore (MP)
2024-03-31,36.1,27.0,0.0,22.5,951.7,Low Risk,Indore (MP)
2024-04-01,35.9,24.0,0.0,18.8,948.9,Low Risk,Indore (MP)
2024-04-02,37.3,26.0,0.0,18.2,947.5,Low Risk,Indore (MP)
2024-04-03,37.6,24.0,0.0,18.3,948.3,Low Risk,Indore (MP)
2024-04-04,36.9,25.0,0.0,17.7,949.0,Low Risk,Indore (MP)
2024-04-05,36.6,28.0,0.0,19.7,948.8,Low Risk,Indore (MP)
2024-04-06,36.1,27.0,0.0,18.9,948.4,Low Risk,Indore (MP)
2024-04-07,36.5,23.0,0.1,12.7,947.2,Low Risk,Indore (MP)
2024-04-08,36.5,24.0,0.0,13.9,948.0,Low Risk,Indore (MP)
2024-04-09,35.5,39.0,1.2,20.2,948.9,Low Risk,Indore (MP)
2024-04-10,36.1,52.0,0.3,23.4,949.1,Low Risk,Indore (MP)
2024-04-11,34.9,54.0,5.1,17.6,949.8,Low Risk,Indore (MP)
2024-04-12,31.7,57.0,2.7,21.1,949.4,Low Risk,Indore (MP)
2024-04-13,34.6,50.0,0.0,17.7,948.7,Low Risk,Indore (MP)
2024-04-14,36.4,47.0,0.0,12.0,949.8,Low Risk,Indore (MP)
2024-04-15,36.7,40.0,0.0,17.3,950.9,Low Risk,Indore (MP)
2024-04-16,38.1,34.0,0.0,15.3,949.7,Low Risk,Indore (MP)
2024-04-17,39.7,26.0,0.0,14.3,948.5,Low Risk,Indore (MP)
2024-04-18,39.4,24.0,0.0,16.6,947.7,Low Risk,Indore (MP)
2024-04-19,38.6,28.0,0.0,21.2,946.8,Low Risk,Indore (MP)
2024-04-20,37.5,28.0,0.0,22.9,946.5,Low Risk,Indore (MP)
2024-04-21,36.9,29.0,0.0,18.4,947.3,Low Risk,Indore (MP)
2024-04-22,34.6,38.0,1.4,20.2,948.0,Low Risk,Indore (MP)
2024-04-23,37.5,30.0,0.0,20.3,947.0,Low Risk,Indore (MP)
2024-04-24,38.3,24.0,0.0,18.6,946.2,Low Risk,Indore (MP)
2024-04-25,38.3,26.0,0.0,19.9,946.9,Low Risk,Indore (MP)
2024-04-26,35.1,37.0,0.3,21.1,947.3,Low Risk,Indore (MP)
2024-04-27,38.4,34.0,0.0,17.0,947.5,Low Risk,Indore (MP)
2024-04-28,39.1,23.0,0.0,22.6,947.7,Low Risk,Indore (MP)
2024-04-29,39.2,22.0,0.0,20.4,948.0,Low Risk,Indore (MP)
2024-04-30,38.5,20.0,0.0,19.5,946.5,Low Risk,Indore (MP)
2024-05-01,38.1,15.0,0.0,21.6,944.2,Low Risk,Indore (MP)
2024-05-02,37.2,14.0,0.0,11.8,944.8,Low Risk,Indore (MP)
2024-05-03,38.8,14.0,0.0,10.3,946.2,Low Risk,Indore (MP)
2024-05-04,40.2,18.0,0.0,16.9,946.8,Low Risk,Indore (MP)
2024-05-05,39.1,28.0,0.0,25.5,945.5,Low Risk,Indore (MP)
2024-05-06,39.1,32.0,0.0,18.4,945.8,Low Risk,Indore (MP)
2024-05-07,40.6,28.0,0.0,14.9,946.1,Low Risk,Indore (MP)
2024-05-08,40.1,31.0,0.0,16.9,946.0,Low Risk,Indore (MP)
2024-05-09,40.3,28.0,0.0,18.5,945.1,Low Risk,Indore (MP)
2024-05-10,40.6,33.0,0.0,19.1,946.6,Low Risk,Indore (MP)
2024-05-11,39.1,31.0,0.0,19.2,948.0,Low Risk,Indore (MP)
2024-05-12,40.0,26.0,0.0,22.4,948.1,Low Risk,Indore (MP)
2024-05-13,35.8,39.0,0.5,17.3,948.6,Low Risk,Indore (MP)
2024-05-14,39.2,36.0,1.0,21.9,948.8,Low Risk,Indore (MP)
2024-05-15,38.3,34.0,0.0,13.0,948.9,Low Risk,Indore (MP)
2024-05-16,40.2,30.0,0.0,15.3,948.4,Low Risk,Indore (MP)
2024-05-17,40.8,28.0,0.2,23.1,946.7,Low Risk,Indore (MP)
2024-05-18,40.9,28.0,0.0,13.0,944.9,Low Risk,Indore (MP)
2024-05-19,41.9,22.0,0.0,14.3,942.8,Low Risk,Indore (MP)
2024-05-20,42.2,23.0,0.0,13.2,942.6,Low Risk,Indore (MP)
2024-05-21,42.9,20.0,0.0,17.0,943.1,Drought Risk,Indore (MP)
2024-05-22,43.2,20.0,0.0,21.5,942.6,Drought Risk,Indore (MP)
2024-05-23,43.5,21.0,0.0,19.0,940.9,Drought Risk,Indore (MP)
2024-05-24,45.0,21.0,0.0,17.1,940.0,Drought Risk,Indore (MP)
2024-05-25,43.4,25.0,0.0,18.2,940.7,Low Risk,Indore (MP)
2024-05-26,42.9,33.0,0.0,28.9,941.1,Low Risk,Indore (MP)
2024-05-27,42.4,38.0,0.0,27.0,939.9,Low Risk,Indore (MP)
2024-05-28,41.8,45.0,0.0,29.0,940.1,Low Risk,Indore (MP)
2024-05-29,41.0,48.0,0.0,25.1,940.8,Low Risk,Indore (MP)
2024-05-30,40.4,48.0,0.0,23.1,943.1,Low Risk,Indore (MP)
2024-05-31,39.7,46.0,0.0,22.8,944.3,Low Risk,Indore (MP)
2024-06-01,40.1,41.0,0.0,19.4,944.4,Low Risk,Indore (MP)
2024-06-02,40.0,36.0,0.0,20.1,945.1,Low Risk,Indore (MP)
2024-06-03,39.6,35.0,0.3,20.3,945.5,Low Risk,Indore (MP)
2024-06-04,39.3,41.0,1.2,19.5,945.4,Low Risk,Indore (MP)
2024-06-05,39.3,43.0,0.4,20.5,945.7,Low Risk,Indore (MP)
2024-06-06,39.5,41.0,0.0,18.2,946.3,Low Risk,Indore (MP)
2024-06-07,40.9,31.0,0.0,19.1,944.4,Low Risk,Indore (MP)
2024-06-08,34.5,51.0,0.6,19.8,944.0,Low Risk,Indore (MP)
2024-06-09,39.0,52.0,6.7,26.2,943.1,Low Risk,Indore (MP)
2024-06-10,36.4,52.0,0.0,17.7,944.0,Low Risk,Indore (MP)
2024-06-11,35.8,55.0,0.0,18.6,944.2,Low Risk,Indore (MP)
2024-06-12,36.4,58.0,1.4,19.3,944.8,Low Risk,Indore (MP)
2024-06-13,37.3,54.0,0.4,21.4,944.3,Low Risk,Indore (MP)
2024-06-14,36.8,63.0,6.4,21.8,943.7,Low Risk,Indore (MP)
2024-06-15,34.4,65.0,0.2,23.1,943.6,Low Risk,Indore (MP)
2024-06-16,35.5,64.0,0.0,15.8,944.0,Low Risk,Indore (MP)
2024-06-17,35.8,63.0,1.2,16.6,944.2,Low Risk,Indore (MP)
2024-06-18,34.7,67.0,14.2,19.0,943.2,Low Risk,Indore (MP)
2024-06-19,35.1,62.0,0.1,24.4,941.3,Low Risk,Indore (MP)
2024-06-20,33.5,68.0,2.7,21.3,940.8,Low Risk,Indore (MP)
2024-06-21,32.9,73.0,2.0,17.7,941.5,Low Risk,Indore (MP)
2024-06-22,32.0,81.0,29.1,15.1,940.5,Low Risk,Indore (MP)
2024-06-23,33.7,76.0,7.4,13.7,939.9,Low Risk,Indore (MP)
2024-06-24,32.8,80.0,13.6,16.4,938.7,Low Risk,Indore (MP)
2024-06-25,31.7,85.0,20.2,10.0,938.0,Low Risk,Indore (MP)
2024-06-26,32.6,80.0,4.3,14.0,938.0,Low Risk,Indore (MP)
2024-06-27,31.4,81.0,2.5,13.7,939.6,Low Risk,Indore (MP)
2024-06-28,30.6,83.0,14.0,16.5,940.6,Low Risk,Indore (MP)
2024-06-29,29.8,84.0,10.8,21.2,941.4,Low Risk,Indore (MP)
2024-06-30,28.3,90.0,51.7,17.9,941.2,Low Risk,Indore (MP)
2024-07-01,28.9,87.0,9.7,26.6,939.9,Low Risk,Indore (MP)
2024-07-02,27.5,85.0,12.9,25.4,938.6,Low Risk,Indore (MP)
2024-07-03,29.9,82.0,23.7,26.0,939.9,Low Risk,Indore (MP)
2024-07-04,28.7,87.0,9.8,19.1,941.3,Low Risk,Indore (MP)
2024-07-05,28.4,91.0,18.7,23.0,939.4,Low Risk,Indore (MP)
2024-07-06,29.2,85.0,2.2,23.5,938.6,Low Risk,Indore (MP)
2024-07-07,29.7,82.0,1.6,17.8,940.4,Low Risk,Indore (MP)
2024-07-08,30.1,88.0,21.4,9.4,941.2,Low Risk,Indore (MP)
2024-07-09,30.5,86.0,5.9,8.0,941.8,Low Risk,Indore (MP)
2024-07-10,30.3,84.0,5.0,13.5,943.9,Low Risk,Indore (MP)
2024-07-11,29.3,82.0,1.4,18.9,942.7,Low Risk,Indore (MP)
2024-07-12,29.0,85.0,7.6,20.2,940.3,Low Risk,Indore (MP)
2024-07-13,29.3,84.0,9.7,18.5,939.8,Low Risk,Indore (MP)
2024-07-14,30.6,87.0,4.4,16.5,938.8,Low Risk,Indore (MP)
2024-07-15,30.5,87.0,13.5,14.4,938.8,Low Risk,Indore (MP)
2024-07-16,30.8,88.0,6.9,11.2,938.5,Low Risk,Indore (MP)
2024-07-17,28.6,89.0,8.4,16.3,939.9,Low Risk,Indore (MP)
2024-07-18,29.7,84.0,9.2,13.5,940.0,Low Risk,Indore (MP)
2024-07-19,30.7,83.0,10.5,16.5,938.6,Low Risk,Indore (MP)
2024-07-20,31.0,80.0,0.3,15.6,939.1,Low Risk,Indore (MP)
2024-07-21,29.0,84.0,2.0,17.3,939.2,Low Risk,Indore (MP)
2024-07-22,30.3,87.0,13.7,21.7,939.9,Low Risk,Indore (MP)
2024-07-23,27.5,91.0,14.8,21.5,940.1,Low Risk,Indore (MP)
2024-07-24,27.1,91.0,3.9,20.4,937.5,Low Risk,Indore (MP)
2024-07-25,28.2,85.0,2.4,22.7,936.7,Low Risk,Indore (MP)
2024-07-26,27.1,88.0,2.4,22.7,938.1,Low Risk,Indore (MP)
2024-07-27,27.0,92.0,26.3,23.8,938.9,Low Risk,Indore (MP)
2024-07-28,28.4,93.0,22.6,21.1,936.8,Low Risk,Indore (MP)
2024-07-29,26.9,91.0,9.6,26.6,936.4,Low Risk,Indore (MP)
2024-07-30,28.2,88.0,1.5,15.8,940.5,Low Risk,Indore (MP)
2024-07-31,29.8,83.0,1.7,19.1,942.2,Low Risk,Indore (MP)
2024-08-01,25.2,93.0,18.2,21.3,941.3,Low Risk,Indore (MP)
2024-08-02,26.1,91.0,23.3,24.2,940.3,Low Risk,Indore (MP)
2024-08-03,26.2,91.0,18.2,23.3,940.8,Low Risk,Indore (MP)
2024-08-04,24.8,94.0,26.2,23.1,940.9,Low Risk,Indore (MP)
2024-08-05,28.2,87.0,3.9,28.8,942.8,Low Risk,Indore (MP)
2024-08-06,28.7,84.0,1.6,26.1,943.0,Low Risk,Indore (MP)
2024-08-07,29.0,80.0,1.9,23.4,943.3,Low Risk,Indore (MP)
2024-08-08,26.8,89.0,8.3,20.5,944.4,Low Risk,Indore (MP)
2024-08-09,25.7,92.0,17.4,18.4,945.3,Low Risk,Indore (MP)
2024-08-10,26.3,92.0,15.3,20.5,944.7,Low Risk,Indore (MP)
2024-08-11,27.3,87.0,4.0,22.9,943.3,Low Risk,Indore (MP)
2024-08-12,28.1,86.0,0.4,16.6,943.7,Low Risk,Indore (MP)
2024-08-13,28.5,87.0,1.9,18.2,944.8,Low Risk,Indore (MP)
2024-08-14,29.9,82.0,0.8,13.9,945.0,Low Risk,Indore (MP)
2024-08-15,30.1,81.0,0.3,13.4,944.1,Low Risk,Indore (MP)
2024-08-16,29.2,81.0,0.5,16.5,943.3,Low Risk,Indore (MP)
2024-08-17,30.0,80.0,0.0,12.1,944.9,Low Risk,Indore (MP)
2024-08-18,29.8,82.0,0.8,8.7,945.8,Low Risk,Indore (MP)
2024-08-19,30.3,81.0,0.9,13.9,945.1,Low Risk,Indore (MP)
2024-08-20,30.0,84.0,12.2,9.4,944.6,Low Risk,Indore (MP)
2024-08-21,29.5,88.0,10.6,13.6,945.3,Low Risk,Indore (MP)
2024-08-22,29.2,90.0,10.0,11.2,944.5,Low Risk,Indore (MP)
2024-08-23,27.7,92.0,31.8,10.5,944.3,Low Risk,Indore (MP)
2024-08-24,26.9,93.0,29.0,12.6,942.3,Low Risk,Indore (MP)
2024-08-25,25.1,94.0,24.2,21.0,938.7,Low Risk,Indore (MP)
2024-08-26,25.4,91.0,37.9,25.3,938.8,Low Risk,Indore (MP)
2024-08-27,29.0,81.0,0.8,23.5,942.5,Low Risk,Indore (MP)
2024-08-28,27.3,86.0,4.3,23.3,943.5,Low Risk,Indore (MP)
2024-08-29,29.2,82.0,0.5,17.7,943.2,Low Risk,Indore (MP)
2024-08-30,28.5,84.0,3.3,13.3,944.7,Low Risk,Indore (MP)
2024-08-31,28.1,87.0,4.9,16.6,945.4,Low Risk,Indore (MP)
2024-09-01,28.3,90.0,20.4,14.6,944.2,Low Risk,Indore (MP)
2024-09-02,28.3,91.0,39.4,15.9,942.7,Low Risk,Indore (MP)
2024-09-03,29.7,89.0,11.8,12.0,943.4,Low Risk,Indore (MP)
2024-09-04,28.1,85.0,4.3,19.1,944.0,Low Risk,Indore (MP)
2024-09-05,28.4,85.0,4.3,16.6,942.8,Low Risk,Indore (MP)
2024-09-06,28.6,87.0,11.7,17.8,943.4,Low Risk,Indore (MP)
2024-09-07,26.4,90.0,5.4,19.0,944.4,Low Risk,Indore (MP)
2024-09-08,28.0,89.0,16.6,17.4,944.6,Low Risk,Indore (MP)
2024-09-09,29.2,89.0,13.0,18.2,942.2,Low Risk,Indore (MP)
2024-09-10,29.0,90.0,16.0,15.0,941.2,Low Risk,Indore (MP)
2024-09-11,26.4,90.0,4.0,21.1,941.6,Low Risk,Indore (MP)
2024-09-12,28.8,83.0,3.2,25.7,943.5,Low Risk,Indore (MP)
2024-09-13,27.8,81.0,1.4,22.0,944.7,Low Risk,Indore (MP)
2024-09-14,28.4,81.0,0.7,18.7,944.8,Low Risk,Indore (MP)
2024-09-15,26.7,85.0,1.8,14.6,945.2,Low Risk,Indore (MP)
2024-09-16,28.6,80.0,0.3,18.1,946.2,Low Risk,Indore (MP)
2024-09-17,27.4,79.0,0.2,16.7,946.0,Low Risk,Indore (MP)
2024-09-18,28.8,77.0,0.1,19.1,944.0,Low Risk,Indore (MP)
2024-09-19,29.7,78.0,0.1,17.7,945.1,Low Risk,Indore (MP)
2024-09-20,29.3,80.0,1.3,15.8,945.6,Low Risk,Indore (MP)
2024-09-21,29.4,82.0,1.2,13.8,946.5,Low Risk,Indore (MP)
2024-09-22,30.5,83.0,0.7,13.0,946.1,Low Risk,Indore (MP)
2024-09-23,29.7,88.0,2.2,13.0,945.5,Low Risk,Indore (MP)
2024-09-24,31.2,86.0,2.5,7.6,943.9,Low Risk,Indore (MP)
2024-09-25,31.1,84.0,19.9,15.9,943.0,Low Risk,Indore (MP)
2024-09-26,29.1,89.0,14.4,10.3,942.1,Low Risk,Indore (MP)
2024-09-27,28.4,89.0,17.0,9.7,942.5,Low Risk,Indore (MP)
2024-09-28,27.8,90.0,10.9,16.2,944.6,Low Risk,Indore (MP)
2024-09-29,28.2,89.0,5.4,13.8,947.8,Low Risk,Indore (MP)
2024-09-30,29.8,84.0,0.3,10.7,948.7,Low Risk,Indore (MP)
2024-10-01,30.8,81.0,0.2,9.2,947.4,Low Risk,Indore (MP)
