N,P,K,temperature,humidity,ph,rainfall,NPK_sum,N_to_P_ratio,temp_humidity_interaction,label
79.4,49.9,22.4,15.43,52.66,7.16,96.7,151.7,1.5912,8.1254,mustard
74.6,50.5,31.0,17.24,39.09,6.03,86.9,156.1,1.4772,6.7391,mustard
88.0,32.9,39.0,11.25,62.49,7.42,87.8,159.9,2.6748,7.0301,mustard
70.7,38.8,27.5,17.42,63.76,6.4,59.9,137.0,1.8222,11.107,mustard
101.1,50.6,57.8,32.2,39.32,6.75,193.8,209.5,1.998,12.661,cotton
87.2,46.4,43.4,29.37,50.8,7.67,194.8,177.0,1.8793,14.92,cotton
92.7,55.9,29.5,25.59,69.17,6.85,165.8,178.1,1.6583,17.7006,cotton
90.5,51.7,40.2,36.26,44.56,6.73,114.5,182.4,1.7505,16.1575,cotton
83.2,31.2,48.8,28.24,59.69,7.47,213.4,163.2,2.6667,16.8565,cotton
72.1,36.9,39.7,26.27,64.46,7.81,176.7,148.7,1.9539,16.9336,cotton
83.8,58.7,45.2,32.24,56.72,7.44,141.7,187.7,1.4276,18.2865,cotton
99.8,43.0,52.4,26.59,58.08,7.21,172.2,195.2,2.3209,15.4435,cotton
78.4,56.9,43.0,32.99,67.72,7.36,114.7,178.3,1.3779,22.3408,cotton
98.4,43.5,35.6,25.39,75.09,7.27,191.7,177.5,2.2621,19.0654,cotton
96.1,35.3,42.0,32.29,55.42,6.64,115.9,173.4,2.7224,17.8951,cotton
80.5,42.0,59.1,28.6,59.25,6.58,153.4,181.6,1.9167,16.9455,cotton
105.8,35.3,61.9,31.87,57.69,7.16,167.3,203.0,2.9972,18.3858,cotton
79.7,39.3,24.8,33.71,40.79,7.24,191.2,143.8,2.028,13.7503,cotton
107.6,47.0,55.9,24.6,66.42,7.21,163.2,210.5,2.2894,16.3393,cotton
91.5,50.1,47.5,31.83,74.35,7.54,179.0,189.1,1.8263,23.6656,cotton
84.8,29.1,54.2,23.77,75.17,7.09,159.2,168.1,2.9141,17.8679,cotton
71.7,44.8,39.5,24.86,56.29,7.48,159.0,156.0,1.6004,13.9937,cotton
83.7,39.1,27.3,25.59,52.48,7.13,162.6,150.1,2.1407,13.4296,cotton
81.9,38.5,50.8,29.51,65.22,8.11,154.3,171.2,2.1273,19.2464,cotton
66.1,46.3,35.6,28.1,73.29,7.24,109.4,148.0,1.4276,20.5945,cotton
81.7,39.5,31.1,27.5,66.55,8.37,137.0,152.3,2.0684,18.3012,cotton
72.9,58.8,31.8,28.44,67.89,7.38,167.3,163.5,1.2398,19.3079,cotton
93.8,56.9,51.0,29.77,76.42,7.09,152.5,201.7,1.6485,22.7502,cotton
104.6,56.8,46.4,30.0,57.61,6.75,155.3,207.8,1.8415,17.283,cotton
66.6,40.1,52.8,31.28,62.8,6.48,150.3,159.5,1.6608,19.6438,cotton
110.7,35.4,51.7,33.46,81.35,6.7,134.1,197.8,3.1271,27.2197,cotton
83.1,45.8,40.8,27.94,63.03,6.76,145.2,169.7,1.8144,17.6106,cotton
70.4,43.5,44.3,26.44,52.33,7.4,150.8,158.2,1.6184,13.8361,cotton
96.4,38.9,39.9,29.84,58.31,6.94,160.2,175.2,2.4781,17.3997,cotton
78.3,33.2,42.9,24.57,55.62,7.29,171.8,154.4,2.3584,13.6658,cotton
83.8,44.6,35.3,25.96,68.57,7.84,154.6,163.7,1.8789,17.8008,cotton
78.9,41.0,48.9,31.0,56.04,7.16,129.1,168.8,1.9244,17.3724,cotton
72.7,51.9,55.8,27.63,67.71,8.24,118.1,180.4,1.4008,18.7083,cotton
95.9,51.7,36.8,24.38,57.64,6.61,237.9,184.4,1.8549,14.0526,cotton
80.7,56.0,57.8,23.53,43.77,7.12,126.1,194.5,1.4411,10.2991,cotton
63.5,32.4,46.1,28.15,68.07,6.93,144.4,142.0,1.9599,19.1617,cotton
93.3,49.0,47.4,31.43,66.48,7.67,175.5,189.7,1.9041,20.8947,cotton
66.9,37.7,28.0,31.39,70.18,6.08,170.8,132.6,1.7745,22.0295,cotton
67.7,32.8,26.9,28.33,58.27,6.48,175.6,127.4,2.064,16.5079,cotton
102.9,40.7,46.4,34.03,57.2,7.15,146.7,190.0,2.5283,19.4652,cotton
67.1,55.7,52.9,27.69,69.01,7.98,167.2,175.7,1.2047,19.1089,cotton
50.3,41.3,38.3,27.58,80.19,7.31,161.8,129.9,1.2179,22.1164,cotton
94.3,60.7,61.7,20.3,65.11,6.52,150.6,216.7,1.5535,13.2173,cotton
80.4,50.5,52.3,26.66,69.25,6.6,167.4,183.2,1.5921,18.462,cotton
81.7,41.1,35.9,30.56,61.78,8.04,191.7,158.7,1.9878,18.88,cotton
80.3,56.6,45.3,32.69,49.56,6.89,159.3,182.2,1.4187,16.2012,cotton
88.5,49.5,69.8,25.51,74.67,6.73,159.5,207.8,1.7879,19.0483,cotton
73.7,35.7,32.6,29.39,74.08,7.94,192.0,142.0,2.0644,21.7721,cotton
107.1,63.6,50.3,31.14,72.11,7.71,188.8,221.0,1.684,22.4551,cotton
62.9,47.6,41.8,28.03,63.18,7.84,207.5,152.3,1.3214,17.7094,cotton
91.7,45.2,52.1,21.15,70.97,6.72,107.3,189.0,2.0288,15.0102,cotton
94.6,36.4,57.7,28.74,73.94,6.44,187.2,188.7,2.5989,21.2504,cotton
73.6,56.8,41.1,30.28,81.2,7.27,178.0,171.5,1.2958,24.5874,cotton
69.6,50.2,56.2,25.16,74.89,7.37,133.4,176.0,1.3865,18.8423,cotton
100.3,51.3,67.2,27.24,65.64,7.38,167.5,218.8,1.9552,17.8803,cotton
70.1,39.9,45.7,24.53,51.92,7.94,191.5,155.7,1.7569,12.736,cotton
75.9,53.3,52.8,20.29,66.56,6.33,135.1,182.0,1.424,13.505,cotton
98.3,54.1,39.1,31.08,67.57,7.63,173.3,191.5,1.817,21.0008,cotton
85.5,38.3,45.2,27.99,72.09,6.65,186.1,169.0,2.2324,20.178,cotton
58.0,30.8,43.2,32.79,78.54,7.63,127.9,132.0,1.8831,25.7533,cotton
111.2,50.8,53.0,30.57,64.05,6.96,155.7,215.0,2.189,19.5801,cotton
77.0,29.3,57.0,26.94,86.01,6.79,169.0,163.3,2.628,23.1711,cotton
79.0,46.5,43.9,27.75,47.41,6.9,136.1,169.4,1.6989,13.1563,cotton
88.8,40.5,60.3,29.7,69.19,6.48,133.6,189.6,2.1926,20.5494,cotton
94.4,57.2,60.3,30.9,57.01,7.22,155.9,211.9,1.6503,17.6161,cotton
114.4,41.1,53.5,28.97,45.93,6.81,184.0,209.0,2.7835,13.3059,cotton
60.1,56.1,39.8,31.32,62.98,7.59,179.3,156.0,1.0713,19.7253,cotton
97.4,39.9,38.9,27.11,50.43,7.52,134.2,176.2,2.4411,13.6716,cotton
96.1,55.0,36.9,25.01,63.39,8.04,179.6,188.0,1.7473,15.8538,cotton
82.9,65.6,54.5,27.81,65.35,7.38,134.9,203.0,1.2637,18.1738,cotton
96.8,34.3,32.9,28.62,76.19,7.46,111.7,164.0,2.8222,21.8056,cotton
99.0,47.9,51.8,24.4,49.92,7.9,149.0,198.7,2.0668,12.1805,cotton
64.3,72.5,34.2,23.99,74.08,6.89,193.7,171.0,0.8869,17.7718,cotton
111.2,45.7,53.2,29.34,65.98,6.46,179.7,210.1,2.4333,19.3585,cotton
61.6,45.6,45.2,26.78,75.29,7.3,160.0,152.4,1.3509,20.1627,cotton
68.0,52.9,58.3,27.5,60.68,6.49,147.5,179.2,1.2854,16.687,cotton
81.1,45.4,56.4,26.92,51.68,8.43,148.3,182.9,1.7863,13.9123,cotton
113.9,27.9,59.4,32.56,52.83,7.93,163.3,201.2,4.0824,17.2014,cotton
80.4,56.3,59.6,31.79,52.08,8.28,127.9,196.3,1.4281,16.5562,cotton
84.5,25.0,46.4,24.29,69.78,7.23,149.6,155.9,3.38,16.9496,cotton
106.5,40.8,33.4,26.4,79.77,7.48,153.5,180.7,2.6103,21.0593,cotton
80.5,57.1,34.5,30.55,59.35,6.97,119.5,172.1,1.4098,18.1314,cotton
67.3,41.4,24.1,29.81,71.29,7.64,134.8,132.8,1.6256,21.2515,cotton
78.7,38.1,34.2,27.88,49.77,6.59,172.3,151.0,2.0656,13.8759,cotton
105.6,53.8,45.7,24.59,66.8,5.93,160.3,205.1,1.9628,16.4261,cotton
86.1,36.5,39.4,25.95,71.69,6.8,150.7,162.0,2.3589,18.6036,cotton
114.0,32.8,43.2,26.45,50.52,6.47,132.7,190.0,3.4756,13.3625,cotton
96.1,47.7,49.9,28.83,62.96,7.94,207.3,193.7,2.0147,18.1514,cotton
75.3,43.2,42.0,33.11,72.16,8.11,134.9,160.5,1.7431,23.8922,cotton
85.8,32.6,33.8,25.94,35.66,6.5,167.5,152.2,2.6319,9.2502,cotton
72.2,51.4,44.5,24.92,78.35,7.85,145.4,168.1,1.4047,19.5248,cotton
75.0,49.6,36.0,27.67,68.54,7.68,161.1,160.6,1.5121,18.965,cotton
152.2,41.4,42.3,31.1,72.17,6.42,173.7,235.9,3.6763,22.4449,cotton
100.3,42.1,58.4,23.66,60.87,7.0,118.9,200.8,2.3824,14.4018,cotton
97.9,49.7,42.3,32.36,47.77,6.91,159.8,189.9,1.9698,15.4584,cotton
75.7,56.9,62.7,27.48,70.34,7.57,195.7,195.3,1.3304,19.3294,cotton
108.5,42.2,59.3,25.8,64.17,6.59,212.8,210.0,2.5711,16.5559,cotton
101.5,51.5,39.2,23.2,65.32,7.15,156.1,192.2,1.9709,15.1542,cotton
113.2,50.7,33.9,30.12,75.88,6.86,161.3,197.8,2.2327,22.8551,cotton
112.5,53.8,44.5,27.49,72.62,7.44,226.3,210.8,2.0911,19.9632,cotton
62.8,45.4,56.5,28.51,84.21,7.09,194.0,164.7,1.3833,24.0083,cotton
68.4,35.9,40.1,25.3,66.54,6.93,141.5,144.4,1.9053,16.8346,cotton
69.9,40.4,54.1,27.04,58.09,7.09,141.4,164.4,1.7302,15.7075,cotton
70.8,48.4,57.1,26.54,63.12,8.22,188.7,176.3,1.4628,16.752,cotton
89.9,63.2,37.3,27.7,69.16,6.99,129.7,190.4,1.4225,19.1573,cotton
76.5,40.2,38.2,25.99,75.16,6.68,192.6,154.9,1.903,19.5341,cotton
116.1,53.0,52.1,23.4,50.33,7.49,170.0,221.2,2.1906,11.7772,cotton
113.6,41.7,46.5,36.19,65.09,7.13,175.5,201.8,2.7242,23.5561,cotton
84.9,46.1,38.1,23.91,81.1,6.49,152.3,169.1,1.8416,19.391,cotton
114.3,60.2,41.5,28.54,62.6,8.32,141.1,216.0,1.8987,17.866,cotton
107.3,52.6,44.3,22.68,74.31,7.02,203.9,204.2,2.0399,16.8535,cotton
78.2,32.6,29.4,22.01,69.93,7.01,152.6,140.2,2.3988,15.3916,cotton
54.9,39.3,52.7,28.29,74.56,7.28,147.7,146.9,1.3969,21.093,cotton
81.7,57.6,40.2,28.52,56.9,8.07,157.6,179.5,1.4184,16.2279,cotton
75.3,46.4,17.2,31.78,56.95,6.36,165.8,138.9,1.6228,18.0987,cotton
88.1,33.5,44.8,29.2,65.2,7.34,129.1,166.4,2.6299,19.0384,cotton
86.3,36.8,37.6,27.55,49.68,8.24,143.1,160.7,2.3451,13.6868,cotton
85.9,52.0,61.9,25.15,62.3,7.26,141.5,199.8,1.6519,15.6684,cotton
92.9,54.9,39.1,32.5,67.53,6.58,185.4,186.9,1.6922,21.9473,cotton
66.8,45.2,34.0,30.79,82.85,6.89,133.4,146.0,1.4779,25.5095,cotton
91.2,69.8,50.1,24.26,69.03,7.3,107.3,211.1,1.3066,16.7467,cotton
78.4,53.2,38.4,28.11,71.25,7.87,101.0,170.0,1.4737,20.0284,cotton
88.0,42.6,37.2,28.43,76.64,7.03,115.9,167.8,2.0657,21.7888,cotton
99.4,36.8,50.1,26.96,55.35,7.61,200.8,186.3,2.7011,14.9224,cotton
66.6,35.3,34.6,30.32,63.35,6.48,160.5,136.5,1.8867,19.2077,cotton
80.8,48.4,30.4,30.5,89.25,6.48,175.0,159.6,1.6694,27.2213,cotton
83.2,40.1,62.3,27.43,64.21,6.96,176.1,185.6,2.0748,17.6128,cotton
77.3,61.7,50.8,27.16,76.16,7.92,161.7,189.8,1.2528,20.6851,cotton
98.5,59.7,42.4,32.5,74.64,7.23,157.8,200.6,1.6499,24.258,cotton
74.2,51.3,45.0,30.8,50.22,7.34,191.3,170.5,1.4464,15.4678,cotton
76.7,33.2,50.1,28.22,68.1,7.34,164.4,160.0,2.3102,19.2178,cotton
74.4,38.3,54.7,23.11,66.47,7.75,202.0,167.4,1.9426,15.3612,cotton
101.4,57.6,37.4,29.03,68.3,6.89,178.6,196.4,1.7604,19.8275,cotton
77.6,39.4,48.7,30.09,57.46,7.54,141.5,165.7,1.9695,17.2897,cotton
91.9,56.2,39.9,19.74,53.83,6.78,145.1,188.0,1.6352,10.626,cotton
114.6,49.7,43.1,28.76,60.24,8.19,138.2,207.4,2.3058,17.325,cotton
83.9,45.5,46.6,26.75,64.02,6.8,196.5,176.0,1.844,17.1253,cotton
101.7,38.0,44.9,27.34,76.85,6.76,147.8,184.6,2.6763,21.0108,cotton
110.1,44.1,52.4,25.28,83.17,7.47,136.0,206.6,2.4966,21.0254,cotton
100.4,46.9,49.9,27.56,78.97,7.24,169.6,197.2,2.1407,21.7641,cotton
84.7,55.3,29.9,32.18,73.6,7.36,157.1,169.9,1.5316,23.6845,cotton
94.6,36.1,31.4,26.66,54.96,7.31,168.8,162.1,2.6205,14.6523,cotton
65.7,42.4,41.3,30.9,60.91,6.65,216.7,149.4,1.5495,18.8212,cotton
73.3,45.4,63.3,25.58,67.1,8.01,187.4,182.0,1.6145,17.1642,cotton
75.9,51.6,36.5,30.28,58.68,7.65,160.8,164.0,1.4709,17.7683,cotton
118.6,35.9,42.9,28.0,70.77,7.88,117.7,197.4,3.3036,19.8156,cotton
72.8,31.8,39.6,29.06,72.2,6.94,145.0,144.2,2.2893,20.9813,cotton
72.6,51.7,39.5,28.02,70.36,7.41,181.3,163.8,1.4043,19.7149,cotton
69.3,29.8,46.8,29.92,75.25,7.3,124.9,145.9,2.3255,22.5148,cotton
233.5,88.6,98.9,22.57,80.03,6.82,242.7,421.0,2.6354,18.0628,sugarcane
180.4,67.9,89.5,27.58,73.5,6.38,254.3,337.8,2.6568,20.2713,sugarcane
181.2,68.8,56.3,29.83,85.94,6.6,300.7,306.3,2.6337,25.6359,sugarcane
163.3,94.9,129.5,29.03,72.92,7.47,287.5,387.7,1.7208,21.1687,sugarcane
192.4,82.3,111.6,25.85,72.58,6.35,298.8,386.3,2.3378,18.7619,sugarcane
151.0,78.0,66.9,29.98,80.28,7.03,278.8,295.9,1.9359,24.0679,sugarcane
234.1,97.4,83.8,25.34,73.94,6.96,263.3,415.3,2.4035,18.7364,sugarcane
212.9,76.9,85.8,27.93,75.68,6.79,200.8,375.6,2.7685,21.1374,sugarcane
204.6,42.2,109.4,29.96,54.84,7.01,256.0,356.2,4.8483,16.4301,sugarcane
145.2,81.7,51.1,29.39,75.13,6.34,273.9,278.0,1.7772,22.0807,sugarcane
185.1,47.7,81.0,25.97,60.38,7.46,308.3,313.8,3.8805,15.6807,sugarcane
210.2,76.3,58.3,31.59,65.23,7.57,277.5,344.8,2.7549,20.6062,sugarcane
194.8,46.0,84.9,28.26,64.32,6.82,299.6,325.7,4.2348,18.1768,sugarcane
154.9,63.5,81.5,30.23,66.66,7.77,208.7,299.9,2.4394,20.1513,sugarcane
163.7,64.9,91.4,32.59,70.61,6.64,236.9,320.0,2.5223,23.0118,sugarcane
168.7,59.2,79.1,31.35,71.11,6.96,267.2,307.0,2.8497,22.293,sugarcane
164.9,65.1,76.5,31.36,80.31,7.37,296.4,306.5,2.533,25.1852,sugarcane
218.2,84.5,101.2,28.58,76.78,6.62,244.2,403.9,2.5822,21.9437,sugarcane
132.0,60.0,98.2,30.38,59.79,6.25,246.7,290.2,2.2,18.1642,sugarcane
196.4,77.6,99.9,28.64,75.67,6.16,277.5,373.9,2.5309,21.6719,sugarcane
147.7,56.5,86.8,24.37,77.55,7.62,205.0,291.0,2.6142,18.8989,sugarcane
156.0,67.3,79.7,28.91,72.37,6.59,314.3,303.0,2.318,20.9222,sugarcane
129.8,74.5,87.9,28.77,74.51,6.73,214.8,292.2,1.7423,21.4365,sugarcane
166.3,56.0,99.0,29.75,76.52,6.35,173.3,321.3,2.9696,22.7647,sugarcane
217.8,51.6,50.8,27.62,81.12,7.18,250.4,320.2,4.2209,22.4053,sugarcane
186.6,76.9,97.1,25.72,62.4,6.49,317.9,360.6,2.4265,16.0493,sugarcane
150.0,85.7,95.6,29.97,73.05,6.6,273.5,331.3,1.7503,21.8931,sugarcane
205.4,68.9,91.1,24.06,87.07,6.92,280.0,365.4,2.9811,20.949,sugarcane
210.8,63.6,87.3,32.38,86.33,6.37,251.7,361.7,3.3145,27.9537,sugarcane
182.6,72.2,43.8,27.31,81.81,6.73,243.9,298.6,2.5291,22.3423,sugarcane
230.9,70.8,82.1,28.74,79.29,7.36,188.2,383.8,3.2613,22.7879,sugarcane
200.5,73.4,122.2,29.68,88.24,6.97,159.6,396.1,2.7316,26.1896,sugarcane
197.1,34.6,90.2,29.77,90.34,6.85,257.9,321.9,5.6965,26.8942,sugarcane
159.9,55.0,84.5,23.77,73.97,6.89,302.5,299.4,2.9073,17.5827,sugarcane
195.7,58.2,90.3,30.47,67.24,6.64,263.8,344.2,3.3625,20.488,sugarcane
185.4,72.1,96.4,28.91,72.84,7.6,274.9,353.9,2.5714,21.058,sugarcane
193.0,72.6,101.9,26.09,99.0,6.48,313.3,367.5,2.6584,25.8291,sugarcane
162.9,78.9,85.9,25.75,62.45,6.88,263.2,327.7,2.0646,16.0809,sugarcane
183.2,73.6,97.6,27.0,71.24,6.85,245.1,354.4,2.4891,19.2348,sugarcane
159.6,51.8,120.2,24.1,63.7,7.2,217.3,331.6,3.0811,15.3517,sugarcane
126.3,90.3,108.1,33.17,76.0,7.24,330.9,324.7,1.3987,25.2092,sugarcane
205.0,87.8,132.1,32.46,65.38,6.79,271.1,424.9,2.3349,21.2223,sugarcane
142.4,52.4,78.2,29.36,74.13,6.92,212.3,273.0,2.7176,21.7646,sugarcane
182.7,74.7,120.2,27.33,59.4,6.93,203.2,377.6,2.4458,16.234,sugarcane
188.3,61.7,75.8,27.41,79.94,5.89,300.1,325.8,3.0519,21.9116,sugarcane
188.2,71.9,96.4,30.27,84.78,6.16,208.5,356.5,2.6175,25.6629,sugarcane
172.9,84.7,103.2,33.27,71.93,6.56,324.2,360.8,2.0413,23.9311,sugarcane
186.8,99.8,80.8,26.29,73.92,6.58,139.7,367.4,1.8717,19.4336,sugarcane
191.8,80.5,91.6,24.65,73.69,6.32,306.9,363.9,2.3826,18.1646,sugarcane
198.4,74.1,106.4,32.64,76.45,7.1,269.5,378.9,2.6775,24.9533,sugarcane
223.3,65.2,77.2,22.64,74.69,6.8,254.7,365.7,3.4248,16.9098,sugarcane
185.9,72.5,120.0,24.97,81.14,6.71,243.0,378.4,2.5641,20.2607,sugarcane
181.6,89.0,65.1,27.26,84.86,6.3,325.6,335.7,2.0404,23.1328,sugarcane
157.3,69.4,124.9,23.32,68.49,6.78,278.3,351.6,2.2666,15.9719,sugarcane
190.9,57.6,108.0,31.34,72.53,5.75,213.9,356.5,3.3142,22.7309,sugarcane
196.7,47.3,88.4,30.57,82.21,6.73,181.2,332.4,4.1586,25.1316,sugarcane
175.2,77.2,82.8,26.28,63.63,6.83,257.1,335.2,2.2694,16.722,sugarcane
193.6,73.5,80.9,31.84,59.23,6.9,250.0,348.0,2.634,18.8588,sugarcane
172.7,61.0,87.6,32.35,76.81,6.17,189.2,321.3,2.8311,24.848,sugarcane
196.8,84.4,89.1,27.66,78.97,6.89,247.8,370.3,2.3318,21.8431,sugarcane
202.8,64.1,112.6,26.65,69.22,6.38,227.0,379.5,3.1638,18.4471,sugarcane
202.5,68.1,125.4,34.78,70.37,6.48,250.4,396.0,2.9736,24.4747,sugarcane
182.9,69.8,93.6,30.16,68.92,7.09,279.0,346.3,2.6203,20.7863,sugarcane
154.0,65.1,74.8,28.77,68.06,7.61,309.7,293.9,2.3656,19.5809,sugarcane
164.7,73.3,80.2,32.09,80.55,6.82,286.4,318.2,2.2469,25.8485,sugarcane
194.9,86.1,86.7,28.91,65.56,6.47,221.1,367.7,2.2636,18.9534,sugarcane
241.2,54.0,71.5,26.48,72.88,6.88,264.8,366.7,4.4667,19.2986,sugarcane
171.5,76.8,68.8,28.24,67.76,7.18,252.5,317.1,2.2331,19.1354,sugarcane
191.4,72.4,127.7,31.12,63.36,7.05,196.7,391.5,2.6436,19.7176,sugarcane
166.1,72.2,95.4,22.02,81.96,7.9,265.9,333.7,2.3006,18.0476,sugarcane
155.7,82.2,75.0,27.14,70.84,6.51,324.3,312.9,1.8942,19.226,sugarcane
163.1,70.7,104.7,32.15,76.51,6.9,251.3,338.5,2.3069,24.598,sugarcane
127.9,76.7,68.8,26.46,62.94,7.42,186.2,273.4,1.6675,16.6539,sugarcane
213.8,80.0,70.3,32.64,69.06,7.39,251.2,364.1,2.6725,22.5412,sugarcane
124.2,62.9,75.5,32.24,81.05,6.02,201.5,262.6,1.9746,26.1305,sugarcane
173.4,74.2,119.8,27.8,95.7,6.8,284.5,367.4,2.3369,26.6046,sugarcane
150.5,66.5,85.4,26.29,59.19,7.39,271.0,302.4,2.2632,15.5611,sugarcane
157.9,68.1,46.0,27.14,73.39,7.96,243.2,272.0,2.3186,19.918,sugarcane
214.4,65.5,111.8,35.99,78.3,7.08,236.8,391.7,3.2733,28.1802,sugarcane
185.0,76.6,84.5,33.62,70.07,6.65,241.5,346.1,2.4151,23.5575,sugarcane
155.9,71.1,56.7,28.38,81.8,6.4,250.3,283.7,2.1927,23.2148,sugarcane
165.3,75.5,84.3,26.18,68.07,7.69,219.1,325.1,2.1894,17.8207,sugarcane
160.9,69.8,99.4,28.35,76.23,7.09,194.5,330.1,2.3052,21.6112,sugarcane
178.9,47.5,97.3,28.73,70.82,6.46,295.5,323.7,3.7663,20.3466,sugarcane
184.3,70.4,122.4,24.27,84.76,6.72,234.6,377.1,2.6179,20.5713,sugarcane
227.4,70.9,74.7,28.24,69.59,6.92,256.7,373.0,3.2073,19.6522,sugarcane
132.1,73.4,90.8,31.97,72.19,7.02,261.4,296.3,1.7997,23.0791,sugarcane
179.1,61.7,77.4,22.6,82.57,6.44,262.9,318.2,2.9028,18.6608,sugarcane
172.1,53.3,62.2,30.48,66.78,6.55,203.0,287.6,3.2289,20.3545,sugarcane
203.7,78.7,105.9,32.12,75.55,6.14,183.0,388.3,2.5883,24.2667,sugarcane
188.9,66.2,98.3,26.32,60.42,7.22,226.5,353.4,2.8535,15.9025,sugarcane
194.8,72.4,95.1,33.08,66.3,6.66,265.8,362.3,2.6906,21.932,sugarcane
188.6,66.1,97.7,25.93,78.06,6.99,220.9,352.4,2.8533,20.241,sugarcane
156.7,69.9,77.7,29.32,67.07,7.37,235.8,304.3,2.2418,19.6649,sugarcane
210.3,63.7,71.9,27.08,70.64,6.89,335.1,345.9,3.3014,19.1293,sugarcane
200.0,56.4,90.7,27.08,78.94,6.75,176.2,347.1,3.5461,21.377,sugarcane
202.9,76.6,110.9,26.15,70.37,6.88,219.8,390.4,2.6488,18.4018,sugarcane
211.6,61.6,118.9,30.1,81.58,6.83,325.9,392.1,3.4351,24.5556,sugarcane
190.4,72.3,104.3,30.55,76.73,7.3,248.2,367.0,2.6335,23.441,sugarcane
217.0,75.7,90.5,27.81,78.49,6.92,221.8,383.2,2.8666,21.8281,sugarcane
189.4,61.8,94.9,23.92,84.93,6.58,296.8,346.1,3.0647,20.3153,sugarcane
174.5,53.1,90.2,29.21,77.56,7.22,252.2,317.8,3.2863,22.6553,sugarcane
179.8,104.0,71.5,29.27,87.31,7.29,236.1,355.3,1.7288,25.5556,sugarcane
179.4,62.6,90.4,27.35,82.29,6.26,257.7,332.4,2.8658,22.5063,sugarcane
167.0,78.7,66.0,33.6,70.81,7.41,223.7,311.7,2.122,23.7922,sugarcane
220.8,97.2,87.8,23.31,85.35,6.95,209.3,405.8,2.2716,19.8951,sugarcane
187.4,81.1,119.4,21.35,77.11,6.91,245.5,387.9,2.3107,16.463,sugarcane
182.4,65.8,104.8,25.81,71.84,7.2,209.6,353.0,2.772,18.5419,sugarcane
189.7,69.1,73.4,30.13,77.23,6.57,250.4,332.2,2.7453,23.2694,sugarcane
254.5,58.3,88.7,24.83,83.9,7.18,264.2,401.5,4.3654,20.8324,sugarcane
151.7,82.3,75.0,25.06,78.64,6.65,284.1,309.0,1.8433,19.7072,sugarcane
158.9,77.9,88.9,30.85,89.58,6.21,295.1,325.7,2.0398,27.6354,sugarcane
145.5,62.8,108.7,29.39,83.69,6.4,233.8,317.0,2.3169,24.5965,sugarcane
174.2,55.4,101.8,29.13,79.19,7.03,270.0,331.4,3.1444,23.068,sugarcane
186.1,51.5,134.7,30.34,66.79,6.42,269.7,372.3,3.6136,20.2641,sugarcane
168.4,83.8,111.5,26.72,73.56,7.44,263.1,363.7,2.0095,19.6552,sugarcane
166.5,71.7,93.7,26.86,75.57,7.28,230.8,331.9,2.3222,20.2981,sugarcane
183.6,73.0,102.2,30.43,80.57,7.33,208.9,358.8,2.5151,24.5175,sugarcane
167.4,58.5,86.4,23.97,80.1,6.85,270.1,312.3,2.8615,19.2,sugarcane
187.8,49.5,69.7,21.57,76.36,6.9,181.7,307.0,3.7939,16.4709,sugarcane
207.9,83.5,113.5,26.7,75.96,6.32,239.3,404.9,2.4898,20.2813,sugarcane
196.9,70.6,108.2,30.79,80.76,7.2,147.9,375.7,2.789,24.866,sugarcane
202.0,82.7,85.7,28.77,68.13,6.95,196.5,370.4,2.4426,19.601,sugarcane
207.1,64.6,94.9,30.57,88.56,7.03,214.9,366.6,3.2059,27.0728,sugarcane
187.1,66.7,112.3,21.95,58.62,7.48,293.9,366.1,2.8051,12.8671,sugarcane
176.0,80.0,105.2,28.95,86.64,6.56,277.5,361.2,2.2,25.0823,sugarcane
160.7,80.3,63.7,29.96,74.64,6.75,227.8,304.7,2.0012,22.3621,sugarcane
170.2,81.2,94.4,23.95,83.02,6.93,279.2,345.8,2.0961,19.8833,sugarcane
166.9,65.9,87.0,30.59,77.91,6.43,285.5,319.8,2.5326,23.8327,sugarcane
198.3,78.6,110.0,27.67,77.77,6.72,243.6,386.9,2.5229,21.519,sugarcane
188.7,85.5,108.6,37.21,79.43,7.0,194.6,382.8,2.207,29.5559,sugarcane
197.4,68.5,113.7,21.47,81.47,6.67,241.7,379.6,2.8818,17.4916,sugarcane
151.0,62.8,69.9,32.11,72.37,7.32,246.1,283.7,2.4045,23.238,sugarcane
215.8,88.8,75.9,26.82,83.28,6.2,200.7,380.5,2.4302,22.3357,sugarcane
169.3,60.8,110.1,23.15,66.32,7.25,264.7,340.2,2.7845,15.3531,sugarcane
152.5,78.8,79.4,26.42,74.96,7.06,261.2,310.7,1.9353,19.8044,sugarcane
169.0,69.2,62.6,28.83,81.69,6.57,267.8,300.8,2.4422,23.5512,sugarcane
242.1,44.2,99.6,31.11,82.96,6.43,261.2,385.9,5.4774,25.8089,sugarcane
170.3,85.8,80.2,33.17,78.69,5.97,279.2,336.3,1.9848,26.1015,sugarcane
171.9,31.4,122.2,32.27,71.85,6.48,242.8,325.5,5.4745,23.186,sugarcane
175.2,42.2,95.3,25.1,82.17,7.22,258.1,312.7,4.1517,20.6247,sugarcane
176.3,77.4,92.9,31.39,69.65,6.78,234.1,346.6,2.2778,21.8631,sugarcane
160.5,77.4,83.4,29.17,89.01,7.27,226.6,321.3,2.0736,25.9642,sugarcane
183.6,61.1,118.6,26.04,74.32,6.55,303.5,363.3,3.0049,19.3529,sugarcane
